"","area_resultado","programa","acao","sub_acao","quantificacao_meta","quantificacao_executada","relacao_fisica","relacao_fisica_agrupamento","valor_orcado","valor_empenhado","relacao_financeira","relacao_financeira_agrupamento","eficacia","programa_tipo","nome_uo","funcao","subfuncao","nome_programa","nome_acao","nome_sub_acao","nome_produto"
"412",6,12,2548,13,48,48,1,"0.7 a 1.3",0,0,-1,"N�o h� meta",-1,"Associado","CORREGEDORIA-GERAL DO MUNICÍPIO","Administração","Controle Interno","Gestão do Sistema de Controle Interno","Serviços de Controles Disciplinares","Análise de Boletim de Funções e Atividades para Posse do Servidor","Relatório emitido"
"413",6,14,2809,3,1110,4109,3.7018018018018,"Acima de 2.0",50000,16215,0.3243,"0.01 a 0.4",11.4147443771362,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS","Administração","Administração Geral","Gestão dos Recursos Humanos","Gerenciamento do Sistema de Recursos Humanos","Qualificação Profissional","Pessoa capacitada"
"414",10,238,2869,5,27,33,1.22222222222222,"0.7 a 1.3",105000,100772,0.959733333333333,"0.7 a 1.3",1.27350187301636,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE LAZER","Desporto e Lazer","Lazer","Promoção do Esporte e do Lazer","Programas e Atividades de Lazer","Domingo a Rua é Nossa","Intervenção realizada"
"415",9,46,2539,7,157321,174148.55,1.10696315177249,"0.7 a 1.3",32495278,31094044,0.956878842519827,"0.7 a 1.3",1.15684771537781,"Associado","SUPERINTENDÊNCIA DE LIMPEZA URBANA","Saneamento","Saneamento Básico Urbano","Operacionalização e Modernização da Limpeza Pública","Execução dos Serviços de Limpeza Urbana","Execução de Serviços de Limpeza Urbana - Multitarefa","Resíduo coletado"
"416",2,207,2886,8,1,1,1,"0.7 a 1.3",5000,0,0,"N�o h� execu��o",-1,"Sustentador","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Ensino Fundamental","Melhoria da Qualidade da Educação","Gestão da Melhoria da Qualidade da Educação","Publicação da Revista ""Pensar Educação""","Revista publicada"
"417",10,123,2804,1,0,0,-1,"N�o h� meta",27061297,16278289,0.601533954562488,"0.4 a 0.7",0,"Associado","SECRETARIA MUNICIPAL  DE POLÍTICAS  SOCIAIS","Assistência Social","Assistência Comunitária","Gestão da Política Social","Gestão dos Equipamentos e Promoção Social","Gestão dos Equipamentos e Promoção Social","Serviços Administrativos"
"418",10,113,2348,1,2500,3746,1.4984,"1.3 a 2.0",35151,152659,4.34294899149384,"Acima de 2.0",0.34501901268959,"Associado","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","Gestão da Política de Assistência Social","Gestão, Comunicação e Mobilização Social","Gestão do Trabalho","Pessoa capacitada"
"419",2,207,2886,3,1,1,1,"0.7 a 1.3",29085,0,0,"N�o h� execu��o",-1,"Sustentador","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Ensino Fundamental","Melhoria da Qualidade da Educação","Gestão da Melhoria da Qualidade da Educação","Elaboração do Plano Municipal de Educação ( META NÃO CUMULATIVA )","Plano Elaborado"
"420",10,234,2120,8,365000,614997,1.68492328767123,"1.3 a 2.0",238000,386263,1.6229537815126,"1.3 a 2.0",1.03818309307098,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE SEGURANÇA ALIMENTAR E NUTRICIONAL","Assistência Social","Alimentação e Nutrição","BH Cidadania  e o SUAS - Sistema Único de Assistência Social","Gestão da Assistência Alimentar e Nutricional às Entidades","Assistência Alimentar aos Moradores em Situação de Rua","Refeição Servida"
"421",2,140,2334,2,0,0,-1,"N�o h� meta",65000,7188,0.110584615384615,"0.01 a 0.4",0,"Associado","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Administração Geral","Gestão e Operacionalização da Política Educacional","Gestão Compartilhada e Participação Social","Apoio aos Conselhos Municipais","Serviços Administrativos"
"422",1,201,1336,1,1,1,1,"0.7 a 1.3",2867046,0,0,"N�o h� execu��o",-1,"Sustentador","FUNDO MUNICIPAL DE SAÚDE","Saúde","Assistência Hospitalar e Ambulatorial","Hospital Metropolitano","Construção do Hospital Metropolitano","Hospital Metropolitano","Hospital construído"
"423",4,109,2802,3,0,0,-1,"N�o h� meta",2400,0,0,"N�o h� execu��o",0,"Associado","SECRETARIA MUNICIPAL DE SEGURANÇA URBANA E PATRIMONIAL","Segurança Pública","Administração Geral","Gestão da Segurança Pública e Patrimonial","Articulação da Política de Segurança Urbana","Ampliação das ações do Gabinete de Gestão Integrada Municipal","Serviços Administrativos"
"424",9,73,2581,1,17000,17000,1,"0.7 a 1.3",2560001,1927031,0.752746190333519,"0.7 a 1.3",1.32846903800964,"Associado","FUNDAÇÃO ZOO-BOTÂNICA DE BELO HORIZONTE","Gestão Ambiental","Preservação e Conservação Ambiental","Preservação e Conservação da Fauna e Flora","Preservação e Conservação do Acervo Florístico","Manutenção, Reprodução e Exibição do Acervo Florístico ( META NÃO CUMULATIVA )","Espécie mantida"
"425",10,120,2797,4,12000,20809,1.73408333333333,"1.3 a 2.0",0,0,-1,"N�o h� meta",-1,"Associado","SECRETARIA MUNICIPAL  DE POLÍTICAS  SOCIAIS","Assistência Social","Assistência Comunitária","Transferência de Renda","Coordenação das Ações de Transferência de Renda -  Programa Bolsa Família","Gerenciamento dos Benefícios do Programa Bolsa Família ( META NÃO CUMULATIVA )","Benefício trabalhado"
"426",9,73,2580,2,60,81,1.35,"1.3 a 2.0",3685,0,0,"N�o h� execu��o",-1,"Associado","FUNDAÇÃO ZOO-BOTÂNICA DE BELO HORIZONTE","Gestão Ambiental","Preservação e Conservação Ambiental","Preservação e Conservação da Fauna e Flora","Conservação e Manejo do Acervo Faunístico","Gerenciamento do Aquário do Rio São Francisco ( META NÃO CUMULATIVA )","Espécie mantida"
"427",4,109,2820,1,0,0,-1,"N�o h� meta",9934900,10785782,1.08564575385761,"0.7 a 1.3",0,"Associado","SECRETARIA MUNICIPAL DE SEGURANÇA URBANA E PATRIMONIAL","Segurança Pública","Atenção Básica","Gestão da Segurança Pública e Patrimonial","Operacionalização da Guarda Municipal de Belo Horizonte na área da Saúde","Operacionalização da Guarda Municipal de Belo Horizonte na Área da Saúde","Serviços Administrativos"
"428",5,217,2853,13,540,1046,1.93703703703704,"1.3 a 2.0",536500,683002,1.27306989748369,"0.7 a 1.3",1.52154803276062,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE DESENVOLVIMENTO ECONÔMICO","Administração","Administração Geral","Promoção e Atração de Investimentos","Fomento ao Desenvolvimento Econômico","Apoio ao Setor de Tecnologia da Informação","Empresa atendida"
"429",9,59,2597,3,800,1612,2.015,"Acima de 2.0",202288,0,0,"N�o h� execu��o",-1,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE REGULAÇÃO URBANA","Urbanismo","Serviços Urbanos","Gerenciamento do Controle Urbano","Informações Urbanas e Assessoramento Técnico à Sociedade","Atendimento Especial de Projeto e Serviços de Arquitetura e Engenharias Públicas","Atendimento realizado"
"430",6,3,2010,1,0,0,-1,"N�o h� meta",6944500,9131997,1.31499704802362,"1.3 a 2.0",0,"Associado","PROCURADORIA-GERAL DO MUNICÍPIO","Administração","Defesa do Interesse Público no Processo Judiciário","Prestação de Serviços Jurídicos","Gestão Processual dos Assuntos Jurídicos","Gestão Processual dos Assuntos Jurídicos","Serviços Administrativos"
"431",9,69,2564,9,0,0,-1,"N�o h� meta",135100,102182,0.756343449296817,"0.7 a 1.3",0,"Associado","SECRETARIA MUNICIPAL DE MEIO AMBIENTE","Gestão Ambiental","Preservação e Conservação Ambiental","Gestão da Política Ambiental","Operacionalização das Políticas Ambientais","Gestão Operacional do Centro de Educação Ambiental - CEA/PROPAN","Serviços Administrativos"
"432",10,132,2305,2,61,61,1,"0.7 a 1.3",0,0,-1,"N�o h� meta",-1,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE SEGURANÇA ALIMENTAR E NUTRICIONAL","Comércio e Serviços","Promoção Comercial","Gestão da Política Municipal de Segurança Alimentar e Nutricional","Gerenciamento, Monitoramento e Apoio ao Abastecimento da Capital","Feiras Livres e Modelo ( META NÃO CUMULATIVA )","Feira realizada"
"433",6,14,2809,1,0,0,-1,"N�o h� meta",0,2700,-1,"N�o h� meta",0,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS","Administração","Administração Geral","Gestão dos Recursos Humanos","Gerenciamento do Sistema de Recursos Humanos","Plano de Reestruturação Organizacional da SMARH","Serviços Administrativos"
"434",9,231,2564,24,0,0,-1,"N�o h� meta",350000,0,0,"N�o h� execu��o",0,"Sustentador","SECRETARIA MUNICIPAL DE MEIO AMBIENTE","Gestão Ambiental","Preservação e Conservação Ambiental","Parques e Áreas Verdes","Operacionalização das Políticas Ambientais","Operacionalização das Políticas Ambientais","Serviços Administrativos"
"435",9,69,2564,2,100,104,1.04,"0.7 a 1.3",11551950,11940424,1.03362843502612,"0.7 a 1.3",1.00616419315338,"Associado","SECRETARIA MUNICIPAL DE MEIO AMBIENTE","Gestão Ambiental","Preservação e Conservação Ambiental","Gestão da Política Ambiental","Operacionalização das Políticas Ambientais","Gestão da Política de Educação Ambiental","Atividade educativa realizada"
"436",7,225,1231,18,2,2.71,1.355,"1.3 a 2.0",3775168,9410392,2.49270813908149,"Acima de 2.0",0.543585479259491,"Sustentador","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","Vila Viva","Melhorias Urbanas em Assentamentos Precários","Implantação do Vila Viva - Aglomerado da Serra","Obra executada"
"437",6,12,2366,1,154,268,1.74025974025974,"1.3 a 2.0",1639300,1537865,0.938122979320442,"0.7 a 1.3",1.85504424571991,"Associado","CONTROLADORIA-GERAL DO MUNICÍPIO","Administração","Controle Interno","Gestão do Sistema de Controle Interno","Coordenação dos Serviços de Controladoria do Município","Coordenação dos Serviços de Controladoria do Município","Instrumento de controle gerado"
"438",6,85,2603,6,30,30,1,"0.7 a 1.3",10000,0,0,"N�o h� execu��o",-1,"Associado","EMPRESA DE INFORMÁTICA E INFORMAÇÃO DO MUNICÍPIO DE BELO HORIZONTE","Ciência e Tecnologia","Desenvolvimento Tecnológico e Engenharia","Gestão da Política de Tecnologia da Informação e Comunicação","Implantação de Soluções e Modernização de Sistemas","Melhoria do Processo de Implantação de Sistemas","Processo revisto e implantado"
"439",6,144,2876,7,1,1,1,"0.7 a 1.3",85000,0,0,"N�o h� execu��o",-1,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE PLANEJAMENTO E GESTÃO","Administração","Planejamento e Orçamento","Apoio ao Planejamento e Gestão","Apoio ao Planejamento e Gestão","Estudos para Implantação do Centro Administrativo Municipal","Plano de Operação elaborado"
"440",7,225,1231,7,0,0,-1,"N�o h� meta",1801164,2546414,1.41376021284014,"1.3 a 2.0",0,"Sustentador","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","Vila Viva","Melhorias Urbanas em Assentamentos Precários","Plano de Regularização Urbanística","Serviços Administrativos"
"441",6,26,3004,1,0,0,-1,"N�o h� meta",359643467,360781774,1.00316509850574,"0.7 a 1.3",0,"Associado","FUNDO FINANCEIRO","Previdência Social","Previdência Básica","Gestão Previdenciária Municipal","Benefícios Previdenciários - PBH","Encargos com Inativos e Pensionistas - PBH","Serviços Administrativos"
"442",4,242,2881,9,2,2,1,"0.7 a 1.3",6100,0,0,"N�o h� execu��o",-1,"Sustentador","SECRETARIA MUNICIPAL DE SEGURANÇA URBANA E PATRIMONIAL","Segurança Pública","Policiamento","Prevenção da Violência","Ações de Prevenção à Violência","Campanhas de Integração das Atividades de Ação Comunitária e Intervenção Familiar ao Programa Fica Vivo","Campanha desenvolvida"
"443",9,69,2071,1,0,0,-1,"N�o h� meta",221500,195306,0.881742663656885,"0.7 a 1.3",0,"Associado","SECRETARIA MUNICIPAL DE MEIO AMBIENTE","Gestão Ambiental","Preservação e Conservação Ambiental","Gestão da Política Ambiental","Normatização e Análise Técnico-Processual das Políticas Ambientais","Normatização e Análise Técnico Processual das Políticas Ambientais","Serviços Administrativos"
"444",4,164,2541,6,300,3719,12.3966666666667,"Acima de 2.0",0,0,-1,"N�o h� meta",-1,"Associado","COORDENADORIA MUNICIPAL DE DEFESA CIVIL","Segurança Pública","Defesa Civil","Ações de Defesa Civil","Ações de Defesa Civil Preventivas e Emergenciais","Preparação para os Desastres - Capacitação dos Integrantes do Sistema Municipal de Defesa Civil","Pessoa capacitada"
"445",6,7,2900,7,0,0,-1,"N�o h� meta",2962350,2595100,0.876027478184549,"0.7 a 1.3",0,"Apoio Administrativo","SECRETARIA DE ADMINISTRAÇÃO REGIONAL MUNICIPAL  BARREIRO","Administração","Administração Geral","Apoio Administrativo e Financeiro","Serviços Administrativos e Financeiros","Manutenção de Bens Próprios e de Infraestrutura","Serviços Administrativos"
"446",9,72,2812,8,0,0,-1,"N�o h� meta",50000,0,0,"N�o h� execu��o",0,"Associado","FUNDO DE OPERAÇÃO DO PARQUE DAS MANGABEIRAS","Gestão Ambiental","Preservação e Conservação Ambiental","Planejamento, Monitoramento e Gerenciamento dos Parques e Necrópoles","Gestão Operacional dos Parques Municipais","Administração do Parque Mangabeiras","Serviços Administrativos"
"447",6,26,3004,4,0,0,-1,"N�o h� meta",640500,1834232,2.86375019516003,"Acima de 2.0",0,"Associado","FUNDO PREVIDENCIÁRIO - BHPREV","Previdência Social","Previdência Básica","Gestão Previdenciária Municipal","Benefícios Previdenciários - PBH","Benefícios Previdenciários da Educação","Serviços Administrativos"
"448",10,127,2337,1,0,0,-1,"N�o h� meta",92000,0,0,"N�o h� execu��o",0,"Associado","FUNDO MUNICIPAL DOS DIREITOS DA MULHER","Direitos da Cidadania","Direitos Individuais, Coletivos e Difusos","Promoção e Defesa de Direitos Humanos e Cidadania","Reparação e Garantia de Direitos","Participação e Fortalecimento da Rede de Enfrentamento à Violência Contra as Mulheres","Serviços Administrativos"
"449",6,26,3006,4,0,0,-1,"N�o h� meta",231525,231814,1.00124824532988,"0.7 a 1.3",0,"Associado","FUNDO PREVIDENCIÁRIO - BHPREV","Previdência Social","Previdência Básica","Gestão Previdenciária Municipal","Benefícios Previdenciários - Autarquias e Fundações","Encargos com Inativos e Pensionistas - HOB","Serviços Administrativos"
"450",6,12,2548,8,12,12,1,"0.7 a 1.3",0,0,-1,"N�o h� meta",-1,"Associado","CORREGEDORIA-GERAL DO MUNICÍPIO","Administração","Controle Interno","Gestão do Sistema de Controle Interno","Serviços de Controles Disciplinares","Comunicação dos Atos dos Procedimentos Disciplinares","Relatório emitido"
"451",10,101,2531,1,20000,20000,1,"0.7 a 1.3",8265000,3664689,0.443398548094374,"0.4 a 0.7",2.25530743598938,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE ESPORTES","Desporto e Lazer","Desporto Comunitário","Promoção e Democratização das Práticas de Esportes e Lazer","Programas de Esporte Educacional","Programa Segundo Tempo ( META NÃO CUMULATIVA )","aluno atendido"
"452",2,140,2046,2,178,178,1,"0.7 a 1.3",26964310,19963242,0.740357976896127,"0.7 a 1.3",1.35069799423218,"Associado","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Ensino Fundamental","Gestão e Operacionalização da Política Educacional","Gestão Descentralizada da Educação","Assistência ao Educando, Conservação de Unidades Escolares do Ensino Fundamental ( META NÃO CUMULATIVA )","Escola contemplada"
"453",3,60,2897,1,2000,3529,1.7645,"1.3 a 2.0",770000,1121988,1.45712727272727,"1.3 a 2.0",1.2109442949295,"Associado","SECRETARIA MUNICIPAL DE GOVERNO","Urbanismo","Serviços Urbanos","Gestão da Mobilidade Urbana","Gerenciamento do Centro de Operações do Município - COP","Gerenciamento do Centro de Operações do Município - COP","Solução Integrada atendida"
"454",9,243,1307,3,0,0,-1,"N�o h� meta",10000,351378,35.1378,"Acima de 2.0",0,"Sustentador","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Saneamento","Saneamento Básico Urbano","Gestão Ambiental","Implantação do Programa DRENURBS","Implantação do Drenurbs - custeios gerais","Serviços Administrativos"
"455",9,228,2537,19,1,1,1,"0.7 a 1.3",100000,0,0,"N�o h� execu��o",-1,"Sustentador","SUPERINTENDÊNCIA DE LIMPEZA URBANA","Saneamento","Saneamento Básico Urbano","Coleta, Destinação e Tratamento de Resíduos Sólidos","Tratamento e Destinação de Resíduos Sólidos","Estudo de viabilidade para implantação de sistema subterrâneo para coleta de resíduos orgânicos e materiais recicláveis no município de BH","Estudo Realizado"
"456",10,123,2334,3,1,1,1,"0.7 a 1.3",190000,0,0,"N�o h� execu��o",-1,"Associado","SECRETARIA MUNICIPAL  DE POLÍTICAS  SOCIAIS","Administração","Administração Geral","Gestão da Política Social","Gestão Compartilhada e Participação Social","Realização de Conferências","Evento realizado"
"457",6,12,2548,6,12,12,1,"0.7 a 1.3",0,0,-1,"N�o h� meta",-1,"Associado","CORREGEDORIA-GERAL DO MUNICÍPIO","Administração","Controle Interno","Gestão do Sistema de Controle Interno","Serviços de Controles Disciplinares","Coordenação Geral das Turmas Recursais","Relatório emitido"
"458",6,7,2900,6,0,0,-1,"N�o h� meta",359630,304042,0.845430025303784,"0.7 a 1.3",0,"Apoio Administrativo","SECRETARIA DE ADMINISTRAÇÃO REGIONAL MUNICIPAL  BARREIRO","Administração","Administração Geral","Apoio Administrativo e Financeiro","Serviços Administrativos e Financeiros","Manutenção dos Centros de Apoio Comunitário - CAC Regional","Serviços Administrativos"
"459",1,203,2894,13,0,0,-1,"N�o h� meta",89085200,85478519,0.959514251525506,"0.7 a 1.3",0,"Sustentador","FUNDO MUNICIPAL DE SAÚDE","Saúde","Administração Geral","Melhoria do Atendimento Hospitalar e Especializado","Rede Hospitalar","Gestão de Recursos Humanos","Serviços Administrativos"
"460",7,225,1231,6,54,251,4.64814814814815,"Acima de 2.0",676000,339638,0.502423076923077,"0.4 a 0.7",9.25146198272705,"Sustentador","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","Vila Viva","Melhorias Urbanas em Assentamentos Precários","Apoio Técnico a Projeto ou Obra","Família beneficiada"
